file_id	emotion	raw_text	normalized_text	speaker_id	gender	age
MK0_happiness_30.wav	happiness	Każdy taniec ma swój własny rytm.	każdy taniec ma swój własny rytm	        MK0	female	23
SM0_sadness_37.wav	sadness	Relaksujące piosnki poprawiają nastrój.	relaksujące piosnki poprawiają nastrój	        SM0	male	24
TP0_happiness_36.wav	happiness	Ten pomysł trąci brakiem realizmu.	ten pomysł trąci brakiem realizmu	        TP0	male	26
MK0_happiness_18.wav	happiness	Kwiecień to czwarty miesiąc w roku.	kwiecień to czwarty miesiąc w roku	        MK0	female	23
MK0_anger_20.wav	anger	Zima to czas jeżdżenia na sankach.	zima to czas jeżdżenia na sankach	        MK0	female	23
SM0_anger_41.wav	anger	W parku rośnie ogromne drzewo.	w parku rośnie ogromne drzewo	        SM0	male	24
MK0_fear_3.wav	fear	Chodźmy w tango.	chodźmy w tango	        MK0	female	23
SM0_anger_55.wav	anger	Chodzę do szkoły prawie codziennie.	chodzę do szkoły prawie codziennie	        SM0	male	24
MK0_anger_34.wav	anger	Pan Janek jest naszym nowym sąsiadem.	pan janek jest naszym nowym sąsiadem	        MK0	female	23
TP0_happiness_22.wav	happiness	Piesek wszedł do rzeki żeby popływać.	piesek wszedł do rzeki żeby popływać	        TP0	male	26
TP0_anger_38.wav	anger	„Ród smoka” to serial telewizyjny.	„ród smoka” to serial telewizyjny	        TP0	male	26
WR0_fear_58.wav	fear	Otrzymałem piękną pocztówkę z widokiem na góry.	otrzymałem piękną pocztówkę z widokiem na góry	        WR0	male	23
WR0_anger_86.wav	anger	Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.	myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu	        WR0	male	23
EB0_sadness_61.wav	sadness	Zupa pomidorowa to moje ulubione danie.	zupa pomidorowa to moje ulubione danie	        EB0	female	27
KD0_fear_54.wav	fear	W grudniu często pada śnieg.	w grudniu często pada śnieg	        KD0	female	28
KD0_happiness_28.wav	happiness	Podczas medytacji można wejść w trans.	podczas medytacji można wejść w trans	        KD0	female	28
KD0_fear_40.wav	fear	W dzieciństwie uwielbiałem klechdy.	w dzieciństwie uwielbiałem klechdy	        KD0	female	28
EB0_sadness_75.wav	sadness	Moja teściowa czasem przyjeżdża do nas w weekend.	moja teściowa czasem przyjeżdża do nas w weekend	        EB0	female	27
IC0_neutral_84.wav	neutral	Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.	kontrświadczenie za udzieloną pożyczkę było bardzo wysokie	        IC0	female	28
IC0_surprised_88.wav	surprised	Jabłko jest bogatym źródłem witamin i składników odżywczych.	jabłko jest bogatym źródłem witamin i składników odżywczych	        IC0	female	28
MP0_neutral_37.wav	neutral	Relaksujące piosnki poprawiają nastrój.	relaksujące piosnki poprawiają nastrój	        MP0	male	24
MK0_neutral_86.wav	neutral	Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.	myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu	        MK0	female	23
IC0_fear_77.wav	fear	Marzec kojarzy się z wiosennymi promieniami słońca.	marzec kojarzy się z wiosennymi promieniami słońca	        IC0	female	28
KD0_fear_68.wav	fear	Zamek w Malborku jest jednym z najpiękniejszych w Polsce.	zamek w malborku jest jednym z najpiękniejszych w polsce	        KD0	female	28
WR0_fear_64.wav	fear	Ucho wykrywa dźwięki o różnej częstotliwości.	ucho wykrywa dźwięki o różnej częstotliwości	        WR0	male	23
IC0_happiness_56.wav	happiness	Moje dziecko umie już mówić kilka słów.	moje dziecko umie już mówić kilka słów	        IC0	female	28
KS0_anger_85.wav	anger	W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.	w bankach można założyć konto osobiste oszczędnościowe lub kredytowe	        KS0	male	23
WR0_fear_70.wav	fear	Człowiek zaczyna umierać już w momencie narodzin.	człowiek zaczyna umierać już w momencie narodzin	        WR0	male	23
EB0_sadness_49.wav	sadness	Niektórzy powiedzą, że to państwo z kartonu.	niektórzy powiedzą że to państwo z kartonu	        EB0	female	27
IC0_happiness_42.wav	happiness	Przyjaciel to ktoś, kto zawsze jest po mojej stronie.	przyjaciel to ktoś kto zawsze jest po mojej stronie	        IC0	female	28
KD0_happiness_14.wav	happiness	Ten miesiąc minął bardzo szybko.	ten miesiąc minął bardzo szybko	        KD0	female	28
KS0_happiness_4.wav	happiness	Dzieci muszą dużo jeść.	dzieci muszą dużo jeść	        KS0	male	23
TP0_anger_10.wav	anger	Kupiłem nową szafę do sypialni.	kupiłem nową szafę do sypialni	        TP0	male	26
IC0_fear_63.wav	fear	Moja wizja na przyszłość jest jasna i wyraźna.	moja wizja na przyszłość jest jasna i wyraźna	        IC0	female	28
IC0_neutral_90.wav	neutral	Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.	chorał gregoriański jest wykonywany podczas uroczystych nabożeństw	        IC0	female	28
MP0_neutral_23.wav	neutral	Woda w basenie jest bardzo ciepła.	woda w basenie jest bardzo ciepła	        MP0	male	24
IC0_surprised_77.wav	surprised	Marzec kojarzy się z wiosennymi promieniami słońca.	marzec kojarzy się z wiosennymi promieniami słońca	        IC0	female	28
IC0_fear_88.wav	fear	Jabłko jest bogatym źródłem witamin i składników odżywczych.	jabłko jest bogatym źródłem witamin i składników odżywczych	        IC0	female	28
TP0_sadness_2.wav	sadness	Nie waśńmy się ze sobą.	nie waśńmy się ze sobą	        TP0	male	26
MK0_neutral_79.wav	neutral	Mleko jest źródłem wapnia i innych składników odżywczych.	mleko jest źródłem wapnia i innych składników odżywczych	        MK0	female	23
KD0_surprised_21.wav	surprised	Egipcjanie uważali ibisy za święte.	egipcjanie uważali ibisy za święte	        KD0	female	28
SM0_happiness_2.wav	happiness	Nie waśńmy się ze sobą.	nie waśńmy się ze sobą	        SM0	male	24
WR0_anger_45.wav	anger	Postanowiłem wynająć samochód na wakacje.	postanowiłem wynająć samochód na wakacje	        WR0	male	23
WR0_anger_51.wav	anger	Strzelec to znak zodiaku następujący po Skorpionie.	strzelec to znak zodiaku następujący po skorpionie	        WR0	male	23
KD0_fear_83.wav	fear	Ten źrebak jest wychowany zgodnie z najlepszymi standardami.	ten źrebak jest wychowany zgodnie z najlepszymi standardami	        KD0	female	28
KD0_surprised_35.wav	surprised	Aby upiec ciasto, muszę kupić mączkę.	aby upiec ciasto muszę kupić mączkę	        KD0	female	28
IC0_surprised_63.wav	surprised	Moja wizja na przyszłość jest jasna i wyraźna.	moja wizja na przyszłość jest jasna i wyraźna	        IC0	female	28
MK0_neutral_45.wav	neutral	Postanowiłem wynająć samochód na wakacje.	postanowiłem wynająć samochód na wakacje	        MK0	female	23
IC0_neutral_47.wav	neutral	Król był bardzo sprawiedliwym człowiekiem.	król był bardzo sprawiedliwym człowiekiem	        IC0	female	28
TP0_sadness_16.wav	sadness	Racja, ten pomysł jest najlepszy.	racja ten pomysł jest najlepszy	        TP0	male	26
WR0_anger_79.wav	anger	Mleko jest źródłem wapnia i innych składników odżywczych.	mleko jest źródłem wapnia i innych składników odżywczych	        WR0	male	23
KS0_anger_46.wav	anger	„Żołwica” to dawne określenie na siostrę męża.	żołwica to dawne określenie na siostrę męża	        KS0	male	23
IC0_happiness_81.wav	happiness	W lipcu wyjeżdżam z rodziną na wakacje nad morze.	w lipcu wyjeżdżam z rodziną na wakacje nad morze	        IC0	female	28
KS0_anger_52.wav	anger	Na złamaną kończynę często zakłada się gips.	na złamaną kończynę często zakłada się gips	        KS0	male	23
IC0_neutral_53.wav	neutral	Kitel to strój, który noszą lekarze.	kitel to strój który noszą lekarze	        IC0	female	28
TP0_happiness_9.wav	happiness	Piłka nożna to moja pasja.	piłka nożna to moja pasja	        TP0	male	26
MK0_neutral_51.wav	neutral	Strzelec to znak zodiaku następujący po Skorpionie.	strzelec to znak zodiaku następujący po skorpionie	        MK0	female	23
KS0_anger_53.wav	anger	Kitel to strój, który noszą lekarze.	kitel to strój który noszą lekarze	        KS0	male	23
IC0_happiness_80.wav	happiness	Do dzisiejszego obiadu potrzebuje małego garnczka.	do dzisiejszego obiadu potrzebuje małego garnczka	        IC0	female	28
MK0_neutral_50.wav	neutral	W muzeum można zobaczyć szkielet dinozaura.	w muzeum można zobaczyć szkielet dinozaura	        MK0	female	23
TP0_happiness_8.wav	happiness	Moja ciocia jest bardzo pomocna.	moja ciocia jest bardzo pomocna	        TP0	male	26
IC0_neutral_52.wav	neutral	Na złamaną kończynę często zakłada się gips.	na złamaną kończynę często zakłada się gips	        IC0	female	28
TP0_sadness_17.wav	sadness	Chcę przeczytać ten artykuł jeszcze raz.	chcę przeczytać ten artykuł jeszcze raz	        TP0	male	26
IC0_neutral_46.wav	neutral	„Żołwica” to dawne określenie na siostrę męża.	żołwica to dawne określenie na siostrę męża	        IC0	female	28
MK0_neutral_44.wav	neutral	Tęsknota to uczucie, które każdy z nas zna.	tęsknota to uczucie które każdy z nas zna	        MK0	female	23
KS0_anger_47.wav	anger	Król był bardzo sprawiedliwym człowiekiem.	król był bardzo sprawiedliwym człowiekiem	        KS0	male	23
WR0_anger_78.wav	anger	Moim ulubionym sosem do pizzy jest sos czosnkowy.	moim ulubionym sosem do pizzy jest sos czosnkowy	        WR0	male	23
KD0_fear_82.wav	fear	Czerwiec kojarzy się z zakończeniem roku szkolnego.	czerwiec kojarzy się z zakończeniem roku szkolnego	        KD0	female	28
WR0_anger_50.wav	anger	W muzeum można zobaczyć szkielet dinozaura.	w muzeum można zobaczyć szkielet dinozaura	        WR0	male	23
IC0_surprised_62.wav	surprised	Twoje słowo ma dla mnie wielkie znaczenie.	twoje słowo ma dla mnie wielkie znaczenie	        IC0	female	28
KD0_surprised_34.wav	surprised	Pan Janek jest naszym nowym sąsiadem.	pan janek jest naszym nowym sąsiadem	        KD0	female	28
MK0_neutral_78.wav	neutral	Moim ulubionym sosem do pizzy jest sos czosnkowy.	moim ulubionym sosem do pizzy jest sos czosnkowy	        MK0	female	23
KD0_surprised_20.wav	surprised	Zima to czas jeżdżenia na sankach.	zima to czas jeżdżenia na sankach	        KD0	female	28
TP0_sadness_3.wav	sadness	Chodźmy w tango.	chodźmy w tango	        TP0	male	26
IC0_fear_89.wav	fear	Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.	dopełniacz jest jednym z przypadków gramatycznych w języku polskim	        IC0	female	28
IC0_surprised_76.wav	surprised	Woda jest podstawowym składnikiem życia na Ziemi.	woda jest podstawowym składnikiem życia na ziemi	        IC0	female	28
WR0_anger_44.wav	anger	Tęsknota to uczucie, które każdy z nas zna.	tęsknota to uczucie które każdy z nas zna	        WR0	male	23
SM0_happiness_3.wav	happiness	Chodźmy w tango.	chodźmy w tango	        SM0	male	24
KD0_happiness_15.wav	happiness	Sporadycznie chodzę na siłownię.	sporadycznie chodzę na siłownię	        KD0	female	28
MP0_fear_14.wav	fear	Ten miesiąc minął bardzo szybko.	ten miesiąc minął bardzo szybko	        MP0	male	24
KS0_anger_90.wav	anger	Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.	chorał gregoriański jest wykonywany podczas uroczystych nabożeństw	        KS0	male	23
IC0_happiness_43.wav	happiness	Niania odegrała w moim życiu ważną rolę.	niania odegrała w moim życiu ważną rolę	        IC0	female	28
EB0_sadness_48.wav	sadness	Moja dziewczyna świętuje urodziny w sobotę.	moja dziewczyna świętuje urodziny w sobotę	        EB0	female	27
WR0_fear_71.wav	fear	Baza wojskowa jest strategicznym punktem dla armii.	baza wojskowa jest strategicznym punktem dla armii	        WR0	male	23
MP0_neutral_22.wav	neutral	Piesek wszedł do rzeki żeby popływać.	piesek wszedł do rzeki żeby popływać	        MP0	male	24
IC0_fear_62.wav	fear	Twoje słowo ma dla mnie wielkie znaczenie.	twoje słowo ma dla mnie wielkie znaczenie	        IC0	female	28
TP0_anger_11.wav	anger	Nie zachowuj się jak żigolak.	nie zachowuj się jak żigolak	        TP0	male	26
KS0_happiness_5.wav	happiness	Przestań go judzić.	przestań go judzić	        KS0	male	23
MP0_anger_2.wav	anger	Nie waśńmy się ze sobą.	nie waśńmy się ze sobą	        MP0	male	24
IC0_fear_76.wav	fear	Woda jest podstawowym składnikiem życia na Ziemi.	woda jest podstawowym składnikiem życia na ziemi	        IC0	female	28
MK0_neutral_87.wav	neutral	Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.	na targach rzemieślniczych można zobaczyć wiele unikatowych produktów	        MK0	female	23
MP0_neutral_36.wav	neutral	Ten pomysł trąci brakiem realizmu.	ten pomysł trąci brakiem realizmu	        MP0	male	24
IC0_surprised_89.wav	surprised	Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.	dopełniacz jest jednym z przypadków gramatycznych w języku polskim	        IC0	female	28
IC0_neutral_85.wav	neutral	W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.	w bankach można założyć konto osobiste oszczędnościowe lub kredytowe	        IC0	female	28
KS0_anger_84.wav	anger	Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.	kontrświadczenie za udzieloną pożyczkę było bardzo wysokie	        KS0	male	23
IC0_happiness_57.wav	happiness	Jedz inaczej aby polepszyć swoje zdrowie.	jedz inaczej aby polepszyć swoje zdrowie	        IC0	female	28
WR0_fear_65.wav	fear	Podczas remontu odkryliśmy starodawny mur.	podczas remontu odkryliśmy starodawny mur	        WR0	male	23
KD0_fear_69.wav	fear	Przez most na rzece można szybko dotrzeć do miasta.	przez most na rzece można szybko dotrzeć do miasta	        KD0	female	28
EB0_sadness_74.wav	sadness	Ta liczba wydaje się być błędna, sprawdź jeszcze raz.	ta liczba wydaje się być błędna sprawdź jeszcze raz	        EB0	female	27
KD0_fear_41.wav	fear	W parku rośnie ogromne drzewo.	w parku rośnie ogromne drzewo	        KD0	female	28
KD0_happiness_29.wav	happiness	W październiku zaczyna się jesień.	w październiku zaczyna się jesień	        KD0	female	28
MP0_fear_28.wav	fear	Podczas medytacji można wejść w trans.	podczas medytacji można wejść w trans	        MP0	male	24
TP0_anger_39.wav	anger	Sziwa oznacza żałobę po zmarłym.	sziwa oznacza żałobę po zmarłym	        TP0	male	26
KD0_fear_55.wav	fear	Chodzę do szkoły prawie codziennie.	chodzę do szkoły prawie codziennie	        KD0	female	28
EB0_sadness_60.wav	sadness	Podczas wakacji udało mi się zobaczyć delfiny.	podczas wakacji udało mi się zobaczyć delfiny	        EB0	female	27
WR0_anger_87.wav	anger	Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.	na targach rzemieślniczych można zobaczyć wiele unikatowych produktów	        WR0	male	23
WR0_fear_59.wav	fear	Kupiłem nowy słownik języka hiszpańskiego.	kupiłem nowy słownik języka hiszpańskiego	        WR0	male	23
SM0_anger_54.wav	anger	W grudniu często pada śnieg.	w grudniu często pada śnieg	        SM0	male	24
MK0_fear_2.wav	fear	Nie waśńmy się ze sobą.	nie waśńmy się ze sobą	        MK0	female	23
TP0_happiness_23.wav	happiness	Woda w basenie jest bardzo ciepła.	woda w basenie jest bardzo ciepła	        TP0	male	26
MK0_anger_35.wav	anger	Aby upiec ciasto, muszę kupić mączkę.	aby upiec ciasto muszę kupić mączkę	        MK0	female	23
MK0_anger_21.wav	anger	Egipcjanie uważali ibisy za święte.	egipcjanie uważali ibisy za święte	        MK0	female	23
MK0_happiness_19.wav	happiness	W wolnym czasie lubię czytać książki.	w wolnym czasie lubię czytać książki	        MK0	female	23
TP0_happiness_37.wav	happiness	Relaksujące piosnki poprawiają nastrój.	relaksujące piosnki poprawiają nastrój	        TP0	male	26
SM0_anger_40.wav	anger	W dzieciństwie uwielbiałem klechdy.	w dzieciństwie uwielbiałem klechdy	        SM0	male	24
SM0_anger_68.wav	anger	Zamek w Malborku jest jednym z najpiękniejszych w Polsce.	zamek w malborku jest jednym z najpiękniejszych w polsce	        SM0	male	24
SM0_sadness_36.wav	sadness	Ten pomysł trąci brakiem realizmu.	ten pomysł trąci brakiem realizmu	        SM0	male	24
KD0_neutral_16.wav	neutral	Racja, ten pomysł jest najlepszy.	racja ten pomysł jest najlepszy	        KD0	female	28
